Invoice_ID,Invoice_Date,SKU,Invoice_Amount,Due_Date,Payment_Due
1766,2019-09-21,976,7395,2024-01-19,NO
1767,2019-09-21,194,39431,2023-04-07,NO
1768,2019-09-21,197,30112,2024-05-05,NO
1769,2019-09-21,130,6418,2023-03-08,NO
1770,2019-09-21,519,14716,2024-08-20,NO
1771,2019-09-21,2452,27568,2024-04-19,NO
1772,2019-09-21,2334,6426,2023-03-15,NO
1773,2019-09-21,571,36378,2026-01-26,Yes
1774,2019-09-21,2216,29326,2023-11-07,NO
1775,2019-09-21,140,34974,2025-09-30,Yes
1776,2019-09-21,2329,20704,2024-01-11,NO
1777,2019-09-21,2329,25021,2023-07-17,NO
1778,2019-09-21,1207,24413,2025-04-26,NO
1779,2019-06-15,2424,37925,2025-11-24,Yes
1780,2019-09-23,496,39068,2025-11-13,Yes
1781,2019-09-23,497,24189,2026-03-09,Yes
1782,2019-09-23,491,23613,2024-04-23,NO
1783,2019-09-23,1801,34974,2026-02-21,Yes
1784,2019-09-23,1806,15741,2023-05-06,NO
1785,2019-09-23,497,24428,2025-09-30,Yes
1786,2019-03-08,2158,38016,2025-11-14,Yes
1787,2019-09-23,491,35817,2025-09-30,Yes
1788,2019-09-23,498,8029,2024-12-03,NO
1789,2019-09-23,1801,30069,2025-04-19,NO
1790,2019-09-23,530,26981,2023-08-30,NO
1791,2019-09-23,530,25706,2026-11-04,Yes
1792,2019-09-23,538,30024,2023-05-01,NO
1793,2019-09-23,529,7309,2025-02-22,NO
1794,2019-09-23,538,42610,2026-05-05,Yes
1795,2019-09-23,2351,21196,2025-04-28,NO
1796,2019-09-23,224,33736,2023-11-05,NO
1797,2019-09-23,150,40986,2024-07-21,NO
1798,2019-09-23,519,24165,2023-06-13,NO
1799,2019-09-23,525,30037,2026-11-12,Yes
1800,2019-09-23,571,34369,2024-10-02,NO
1801,2019-09-23,2216,43660,2026-04-19,Yes
1802,2019-09-23,2528,26365,2023-04-05,NO
1803,2019-09-23,1284,20071,2023-05-21,NO
1804,2019-09-23,522,37011,2024-11-03,NO
1805,2019-09-23,529,18994,2026-03-02,Yes
1806,2019-09-23,1796,18390,2025-01-31,NO
1807,2019-09-23,2109,11487,2024-12-31,NO
1808,2019-09-23,522,10052,2023-04-02,NO
1809,2019-09-23,523,18651,2023-12-05,NO
1810,2019-09-23,884,45155,2026-12-06,Yes
1811,2019-09-23,1250,23579,2024-11-03,NO
1812,2019-09-23,2522,49509,2026-10-30,Yes
1813,2019-09-23,523,35069,2026-04-10,Yes
1814,2019-09-23,2050,28437,2024-10-04,NO
1815,2019-09-23,567,29736,2024-03-19,NO
1816,2021-05-19,556,35349,2025-11-06,Yes
1817,2019-09-23,2116,8031,2023-06-04,NO
1818,2019-09-23,538,7474,2026-01-05,Yes
1819,2019-09-23,538,29373,2023-11-28,NO
1820,2019-09-23,1775,42888,2025-11-11,Yes
1821,2019-09-23,1812,42770,2024-09-09,NO
1822,2019-09-23,1835,33308,2023-11-12,NO
1823,2019-09-24,2329,13353,2026-09-22,Yes
1824,2019-09-24,523,6676,2026-07-22,Yes
1825,2019-09-24,525,24691,2026-05-11,Yes
1826,2019-09-24,523,38783,2023-09-29,NO
1827,2019-09-12,522,18014,2025-12-30,Yes
1828,2019-09-24,1776,17978,2025-02-20,NO
1829,2019-09-24,804,29387,2024-01-19,NO
1830,2019-09-24,223,39759,2025-05-16,NO
1831,2019-09-24,128,47461,2024-01-01,NO
1832,2019-09-24,166,12775,2025-02-20,NO
1833,2019-09-24,215,21893,2025-06-23,NO
1834,2019-09-24,202,29640,2025-09-29,Yes
1835,2019-09-24,1310,31139,2023-02-06,NO
1836,2019-09-24,868,27600,2023-01-08,NO
1837,2019-09-24,884,26564,2026-06-03,Yes
1838,2019-09-24,543,14354,2026-05-19,Yes
1839,2021-06-29,1642,13721,2023-12-23,NO
1840,2019-09-24,197,6444,2025-01-22,NO
1841,2019-09-24,223,29810,2026-10-10,Yes
1842,2019-09-24,223,15920,2025-08-31,Yes
1843,2019-09-24,223,37794,2023-06-12,NO
1844,2019-09-24,1134,38003,2025-01-18,NO
1845,2019-09-24,503,25066,2023-11-19,NO
1846,2019-09-24,981,42608,2025-04-24,NO
1847,2019-09-24,2117,24075,2024-01-10,NO
1848,2019-09-24,136,16932,2026-02-15,Yes
1849,2019-09-25,378,35584,2023-03-14,NO
1850,2019-09-25,223,26722,2024-04-09,NO
1851,2019-09-25,574,47531,2026-01-24,Yes
1852,2019-09-25,1115,7099,2026-12-04,Yes
1853,2019-09-25,223,43762,2026-10-14,Yes
1854,2019-09-25,2117,47595,2026-12-03,Yes
1855,2019-07-03,1408,26460,2025-03-21,NO
1856,2019-09-25,1779,19176,2025-07-08,NO
1857,2019-09-25,2151,24637,2023-09-11,NO
1858,2019-09-25,2216,16600,2026-04-24,Yes
1859,2019-09-25,2216,42921,2024-07-25,NO
1860,2019-09-25,2199,15109,2025-02-01,NO
1861,2019-09-25,2199,26734,2026-09-16,Yes
1862,2019-09-25,2216,21869,2023-04-13,NO
1863,2019-09-25,2158,26874,2025-12-29,Yes
1864,2019-09-25,172,25253,2026-10-04,Yes
1865,2019-09-25,2288,21047,2026-12-08,Yes
1866,2019-09-25,890,36389,2025-07-13,NO
1867,2019-09-25,884,45177,2026-07-10,Yes
1868,2022-09-28,620,41834,2025-07-12,NO
1869,2019-09-25,192,43488,2024-07-14,NO
1870,2019-09-25,1509,19574,2024-05-10,NO
1871,2019-09-25,2307,28377,2024-05-03,NO
1872,2019-09-25,220,19987,2023-07-20,NO
1873,2019-09-26,731,15007,2023-10-05,NO
1874,2019-09-26,181,31478,2026-10-05,Yes
1875,2019-09-26,2173,37582,2025-10-15,Yes
1876,2019-09-26,1443,31188,2025-11-05,Yes
1877,2019-09-26,519,30192,2026-03-05,Yes
1878,2019-09-26,537,38348,2024-08-02,NO
1879,2019-09-26,2523,15315,2025-04-11,NO
1880,2019-09-26,2528,5737,2023-12-13,NO
1881,2019-07-24,206,15325,2023-04-15,NO
1882,2019-09-26,1774,36739,2023-10-15,NO
1883,2019-09-26,2199,17853,2024-01-27,NO
1884,2019-09-26,1778,42919,2024-04-23,NO
1885,2019-09-26,975,41782,2025-06-06,NO
1886,2022-10-10,2668,31738,2023-01-20,NO
1887,2019-09-26,541,14004,2024-12-14,NO
1888,2019-09-26,567,39763,2024-11-03,NO
1889,2019-09-26,2199,19237,2026-06-25,Yes
1890,2019-09-26,2528,42091,2024-06-26,NO
1891,2019-09-26,975,26678,2024-04-17,NO
1892,2019-09-26,223,47483,2024-08-24,NO
1893,2019-09-26,1778,42489,2025-07-05,NO
1894,2019-09-26,523,49811,2023-11-12,NO
1895,2019-09-26,816,37932,2025-09-04,Yes
1896,2019-09-26,522,16297,2023-04-18,NO
1897,2022-09-14,2442,6732,2024-12-15,NO
1898,2019-09-27,520,13224,2025-10-25,Yes
1899,2019-09-27,525,37681,2024-04-11,NO
1900,2019-09-27,529,17307,2025-05-25,NO
1901,2019-09-27,530,20332,2023-01-10,NO
1902,2020-07-27,1744,49327,2025-06-05,NO
1903,2019-09-27,1310,37464,2024-05-30,NO
1904,2019-09-27,353,6743,2024-12-18,NO
1905,2022-05-11,1345,11120,2025-05-27,NO
1906,2019-09-27,2528,18883,2023-10-31,NO
1907,2019-09-27,1744,44757,2026-05-07,Yes
1908,2019-09-27,2372,22909,2023-09-21,NO
1909,2019-09-27,538,45823,2026-07-09,Yes
1910,2019-09-27,525,19076,2026-12-14,Yes
1911,2019-09-27,127,25633,2024-04-10,NO
1912,2019-09-27,976,5699,2026-12-23,Yes
1913,2019-09-27,884,35172,2025-10-17,Yes
1914,2019-09-27,1774,32755,2024-04-26,NO
1915,2019-09-27,568,5574,2025-09-28,Yes
1916,2019-09-27,790,25759,2023-05-04,NO
1917,2019-09-27,2199,11170,2025-07-07,NO
1918,2019-09-27,1778,37916,2025-09-17,Yes
1919,2019-09-27,530,25347,2026-08-26,Yes
1920,2019-09-27,530,28393,2026-09-17,Yes
1921,2019-09-28,2045,40933,2025-02-27,NO
1922,2019-09-28,2393,27416,2026-04-11,Yes
1923,2019-09-28,1639,36077,2023-01-16,NO
1924,2019-09-28,138,39292,2023-12-06,NO
1925,2019-09-28,1443,36002,2023-06-02,NO
1926,2019-09-28,1876,20655,2025-10-29,Yes
1927,2019-09-28,2336,6852,2023-04-04,NO
1928,2019-09-28,2528,10917,2024-07-31,NO
1929,2019-09-28,2072,31001,2025-04-16,NO
1930,2019-09-28,981,38795,2026-04-26,Yes
1931,2019-09-28,787,47226,2023-06-20,NO
1932,2019-09-28,530,31427,2025-05-30,NO
1933,2019-09-28,2268,13050,2025-03-18,NO
1934,2019-09-30,1779,6264,2025-06-14,NO
1935,2019-09-30,2305,17599,2025-06-13,NO
1936,2019-09-30,1776,41534,2023-01-03,NO
1937,2019-09-30,538,21327,2024-01-22,NO
1938,2019-09-30,976,9564,2024-08-28,NO
1939,2019-09-30,538,11956,2026-12-18,Yes
1940,2019-09-30,538,33385,2024-01-08,NO
1941,2019-09-30,2329,47922,2023-01-23,NO
1942,2019-09-30,1443,31162,2026-04-23,Yes
1943,2019-09-30,538,48538,2025-05-30,NO
1944,2019-09-30,2222,24994,2025-04-30,NO
1945,2019-09-30,1045,35640,2025-03-07,NO
1946,2019-09-30,1776,6451,2026-04-26,Yes
1947,2019-09-30,2117,10077,2026-07-21,Yes
1948,2019-09-30,530,33892,2023-06-14,NO
1949,2019-09-30,549,33607,2023-04-20,NO
1950,2019-09-30,975,45939,2023-06-30,NO
1951,2019-09-30,884,23761,2023-08-25,NO
1952,2019-09-30,543,17209,2024-07-09,NO
1953,2019-09-30,523,30157,2024-04-10,NO
1954,2019-09-30,522,30659,2023-08-20,NO
1955,2019-09-30,528,45286,2026-09-06,Yes
1956,2019-09-30,519,29265,2023-05-09,NO
1957,2019-09-30,491,25949,2026-05-20,Yes
1958,2019-09-30,498,35479,2025-02-24,NO
1959,2019-09-30,1806,26511,2025-05-26,NO
1960,2019-09-30,1774,45866,2026-04-18,Yes
1961,2019-09-30,1408,16054,2026-10-15,Yes
1962,2019-09-30,1807,18339,2025-11-15,Yes
1963,2019-09-30,2375,13724,2024-06-20,NO
1964,2019-09-30,2107,22331,2024-04-10,NO
1965,2019-09-30,2286,29860,2024-05-31,NO
1966,2019-09-30,519,18629,2025-06-15,NO
1967,2020-06-13,223,46655,2026-01-16,Yes
1968,2019-09-30,152,30550,2023-12-30,NO
1969,2019-09-30,1639,44056,2025-08-19,Yes
1970,2019-09-30,976,12981,2024-01-11,NO
1971,2019-09-30,975,47386,2026-02-15,Yes
1972,2019-09-30,525,20313,2025-01-24,NO
1973,2020-07-03,1367,41419,2023-07-06,NO
1974,2019-09-30,1133,20268,2023-03-06,NO
1975,2019-09-30,2415,39535,2023-01-31,NO
1976,2019-09-30,1959,48054,2025-08-06,NO
1977,2019-09-30,129,44237,2025-09-19,Yes
1978,2019-10-01,1803,17969,2024-04-14,NO
1979,2019-10-01,1508,29826,2025-08-15,Yes
1980,2019-10-01,223,22285,2024-07-15,NO
1981,2019-10-01,2286,10906,2024-11-11,NO
1982,2019-10-01,1707,6132,2024-06-21,NO
1983,2019-10-01,560,37789,2026-03-19,Yes
1984,2019-10-01,1774,11748,2026-01-22,Yes
1985,2019-10-01,1779,25904,2023-12-18,NO
1986,2019-10-01,568,41885,2025-06-22,NO
1987,2019-10-01,2375,34570,2026-03-08,Yes
1988,2019-10-01,2375,42210,2026-02-18,Yes
1989,2019-10-01,166,48493,2026-09-30,Yes
1990,2019-10-02,1062,25744,2024-03-26,NO
1991,2019-10-02,2039,38668,2025-04-26,NO
1992,2019-10-02,518,49279,2025-08-24,Yes
1993,2019-10-02,192,43441,2026-02-15,Yes
1994,2019-10-02,528,13540,2023-04-26,NO
1995,2019-10-02,2475,13879,2025-02-12,NO
1996,2019-10-02,2454,35990,2023-02-13,NO
1997,2019-10-02,2375,27014,2024-09-30,NO
1998,2019-10-02,2375,16620,2025-12-07,Yes
1999,2019-10-02,2375,16269,2024-04-24,NO
2000,2019-10-02,701,17716,2026-07-07,Yes
2001,2019-10-02,184,17628,2023-08-27,NO
2002,2019-10-02,2337,25625,2024-01-12,NO
2003,2019-10-02,1207,11882,2025-09-14,Yes
2004,2020-12-28,166,42141,2025-06-19,NO
2005,2019-10-03,2375,27328,2025-08-29,Yes
2006,2019-10-03,2375,27872,2026-09-19,Yes
2007,2019-10-03,975,30242,2025-01-14,NO
2008,2019-10-03,119,26369,2025-12-27,Yes
2009,2019-10-03,557,38597,2024-06-23,NO
2010,2019-10-03,522,5050,2023-01-16,NO
2011,2019-10-03,529,22008,2024-06-18,NO
2012,2019-10-03,525,25724,2026-11-11,Yes
2013,2019-10-03,530,5195,2026-12-05,Yes
2014,2019-10-03,1509,11484,2023-07-23,NO
2015,2019-10-03,1744,24145,2025-03-18,NO
2016,2019-10-03,1748,26746,2026-05-21,Yes
2017,2019-08-08,2444,47364,2025-11-02,Yes
2018,2019-09-06,2476,28698,2023-07-09,NO
2019,2019-10-03,150,42120,2025-09-21,Yes
2020,2019-10-04,166,7198,2023-10-13,NO
2021,2019-10-04,163,18894,2025-11-03,Yes
2022,2019-10-04,2329,43902,2026-08-11,Yes
2023,2019-10-04,2424,13278,2023-05-19,NO
2024,2019-10-04,166,26558,2026-05-31,Yes
2025,2019-10-04,567,42094,2024-08-09,NO
2026,2019-10-04,546,25121,2026-09-16,Yes
2027,2019-10-04,206,18719,2025-02-22,NO
2028,2019-10-05,1777,5901,2025-11-10,Yes
2029,2019-10-05,1639,31098,2024-06-01,NO
2030,2019-10-05,1779,49062,2023-02-01,NO
2031,2022-06-11,611,21071,2026-12-13,Yes
2032,2019-10-05,163,7110,2023-05-25,NO
2033,2019-10-05,129,40752,2024-02-28,NO
2034,2019-10-05,2279,45925,2025-01-14,NO
2035,2019-10-05,2528,16530,2023-03-30,NO
2036,2019-10-05,138,9605,2025-07-09,NO
2037,2019-10-05,166,9892,2026-06-06,Yes
2038,2019-10-05,215,19738,2026-08-26,Yes
2039,2019-10-05,978,38642,2023-05-11,NO
2040,2019-10-05,525,19250,2024-07-26,NO
2041,2019-10-05,800,33328,2026-10-11,Yes
2042,2019-10-05,527,23008,2026-09-22,Yes
2043,2019-10-05,978,29723,2024-10-03,NO
2044,2019-10-05,975,42479,2024-07-21,NO
2045,2019-10-05,2199,47265,2026-07-10,Yes
2046,2021-07-31,219,34906,2024-04-30,NO
2047,2019-10-05,1121,12445,2023-10-30,NO
2048,2019-10-05,224,21294,2024-02-08,NO
2049,2019-10-05,525,6636,2023-01-07,NO
2050,2019-10-07,1030,5922,2024-08-28,NO
2051,2019-10-07,2528,25128,2025-02-22,NO
2052,2019-10-07,1131,16635,2026-03-21,Yes
2053,2019-10-07,2158,16818,2023-11-12,NO
2054,2019-10-07,195,10799,2025-07-21,NO
2055,2019-10-07,71,46553,2023-12-08,NO
2056,2019-10-07,1133,25329,2026-10-18,Yes
2057,2019-10-07,194,19762,2026-04-08,Yes
2058,2019-10-07,978,40631,2023-07-18,NO
2059,2019-10-07,519,17990,2026-09-22,Yes
2060,2019-10-07,787,44565,2026-02-03,Yes
2061,2019-10-07,166,18772,2024-09-17,NO
2062,2019-10-07,140,10421,2024-02-15,NO
2063,2020-02-28,2375,49266,2026-03-20,Yes
2064,2019-10-07,1793,5947,2024-06-24,NO
2065,2019-10-07,526,20562,2025-12-31,Yes
2066,2019-10-07,978,27599,2023-04-04,NO
2067,2019-10-07,2173,31521,2026-12-19,Yes
2068,2019-10-07,1619,44713,2024-08-10,NO
2069,2019-10-07,1619,15101,2026-03-30,Yes
2070,2019-10-07,1748,48784,2023-02-12,NO
2071,2019-10-07,2412,39362,2024-02-18,NO
2072,2019-10-07,2454,24768,2026-11-22,Yes
2073,2019-10-07,2267,8075,2025-01-21,NO
2074,2019-10-07,774,23064,2026-12-26,Yes
2075,2019-10-07,530,16507,2026-12-20,Yes
2076,2019-09-13,1156,16202,2025-06-30,NO
2077,2019-10-07,194,37718,2026-12-03,Yes
2078,2019-10-07,525,29708,2026-02-18,Yes
2079,2019-10-07,1785,7659,2025-07-11,NO
2080,2019-10-08,1779,25198,2023-07-10,NO
2081,2019-10-08,523,16917,2024-03-17,NO
2082,2019-10-08,2375,34844,2024-01-07,NO
2083,2019-10-08,1561,40417,2024-11-11,NO
2084,2019-10-08,1775,7493,2023-09-30,NO
2085,2019-10-08,202,30852,2025-05-15,NO
2086,2019-10-08,1778,30209,2024-10-24,NO
2087,2019-10-08,2017,21447,2024-02-03,NO
2088,2019-10-08,1698,41248,2025-02-08,NO
2089,2019-10-08,523,19102,2026-01-25,Yes
2090,2019-10-08,2528,49473,2025-09-10,Yes
2091,2019-10-08,2528,24633,2025-02-11,NO
2092,2019-10-08,1234,28074,2025-10-30,Yes
2093,2019-10-08,1999,16916,2026-08-31,Yes
2094,2019-09-23,2643,30313,2025-03-24,NO
2095,2019-10-08,2093,18069,2024-05-02,NO
2096,2019-10-08,782,29754,2024-03-29,NO
2097,2019-10-08,975,42752,2025-09-24,Yes
2098,2019-04-29,2528,20448,2025-05-10,NO
2099,2019-10-08,223,34681,2023-08-27,NO
2100,2019-10-09,2275,33974,2026-05-11,Yes
2101,2019-10-09,519,10393,2024-09-24,NO
2102,2019-10-09,523,6634,2026-01-02,Yes
2103,2019-10-09,150,47750,2024-12-11,NO
2104,2019-10-09,571,20830,2024-10-12,NO
2105,2019-09-05,875,16035,2026-05-25,Yes
2106,2019-10-09,787,23606,2023-01-08,NO
2107,2019-10-09,128,38337,2024-03-18,NO
2108,2019-10-09,2375,40922,2023-01-20,NO
2109,2019-10-09,191,22534,2024-11-14,NO
2110,2019-10-09,467,11827,2025-03-01,NO
2111,2019-10-09,166,11759,2024-05-29,NO
2112,2019-10-09,530,38892,2025-06-06,NO
2113,2019-10-09,2416,40324,2024-01-20,NO
2114,2019-10-09,1786,33800,2025-10-13,Yes
2115,2019-10-09,1983,22410,2024-07-13,NO
2116,2019-10-09,191,43799,2025-10-23,Yes
2117,2019-10-10,1719,36791,2023-04-14,NO
2118,2019-10-10,523,31328,2023-09-10,NO
2119,2019-10-10,541,20108,2023-10-02,NO
2120,2019-10-10,978,20551,2026-03-08,Yes
2121,2019-10-10,976,35694,2025-03-29,NO
2122,2020-02-17,226,41028,2023-11-04,NO
2123,2019-10-10,1408,9237,2026-04-12,Yes
2124,2019-10-10,1443,45841,2025-08-28,Yes
2125,2019-08-06,2444,22050,2024-11-22,NO
2126,2019-10-10,523,46011,2026-06-03,Yes
2127,2019-10-10,522,11455,2026-05-22,Yes
2128,2019-10-10,978,48734,2025-11-05,Yes
2129,2019-10-10,223,27144,2026-12-28,Yes
2130,2019-10-10,223,41520,2024-05-17,NO
2131,2019-10-10,1748,28968,2026-04-22,Yes
2132,2019-10-10,2454,7396,2026-03-13,Yes
2133,2019-10-10,2232,44856,2026-03-18,Yes
2134,2019-10-11,978,8169,2024-02-15,NO
2135,2019-10-11,522,39723,2024-04-09,NO
2136,2019-10-11,528,23333,2026-06-20,Yes
2137,2019-10-11,529,43014,2025-07-07,NO
2138,2019-10-11,530,39118,2024-03-29,NO
2139,2019-10-11,218,27795,2024-07-12,NO
2140,2019-10-11,218,15100,2024-06-06,NO
2141,2019-10-11,218,49909,2024-01-31,NO
2142,2022-09-15,2528,5682,2023-04-26,NO
2143,2019-10-11,1796,17107,2026-09-08,Yes
2144,2019-10-11,1778,47936,2023-08-11,NO
2145,2019-10-11,2151,36565,2025-08-09,NO
2146,2019-10-11,202,31286,2025-03-06,NO
2147,2019-10-11,197,34657,2026-12-23,Yes
2148,2019-10-11,978,15355,2025-01-15,NO
2149,2019-10-11,2420,14498,2026-03-31,Yes
2150,2019-10-11,2424,48868,2024-07-25,NO
2151,2019-10-12,519,26231,2025-12-17,Yes
2152,2019-10-12,223,23172,2023-06-11,NO
2153,2019-10-12,194,9088,2023-03-06,NO
2154,2019-10-12,541,15850,2024-01-23,NO
2155,2019-10-12,884,33399,2024-02-14,NO
2156,2019-10-12,541,33555,2026-05-31,Yes
2157,2019-10-12,519,45992,2023-02-12,NO
2158,2019-10-12,884,37217,2023-08-06,NO
2159,2019-10-12,574,46744,2025-04-11,NO
2160,2019-10-12,528,44524,2025-12-24,Yes
2161,2019-10-12,519,43276,2025-10-19,Yes
2162,2019-10-12,503,32609,2025-01-11,NO
2163,2019-10-12,491,29192,2026-02-03,Yes
2164,2019-10-12,2375,12961,2025-10-28,Yes
2165,2019-09-19,1780,7038,2025-03-09,NO
2166,2019-10-12,581,48197,2023-08-30,NO
2167,2019-10-12,543,20592,2024-12-12,NO
2168,2019-10-12,491,6685,2026-03-12,Yes
2169,2019-10-12,503,32358,2025-02-26,NO
2170,2019-10-12,498,20672,2024-01-01,NO
2171,2019-10-12,496,20623,2026-01-14,Yes
2172,2019-10-12,1729,11990,2024-09-10,NO
2173,2019-10-12,2364,8907,2025-01-15,NO
2174,2019-10-12,2416,44155,2023-12-07,NO
2175,2019-10-12,2329,26274,2026-04-10,Yes
2176,2022-08-12,1648,34872,2026-03-06,Yes
2177,2019-10-12,2047,33413,2024-12-15,NO
2178,2019-01-11,94,13919,2024-11-23,NO
2179,2019-10-12,192,42949,2026-02-03,Yes
2180,2019-10-12,1207,37172,2023-05-14,NO
2181,2019-10-12,2329,45490,2026-06-22,Yes
2182,2019-10-12,2272,35563,2025-01-18,NO
2183,2019-10-12,978,12855,2025-06-16,NO
2184,2019-10-12,978,14854,2026-06-24,Yes
2185,2019-10-12,467,17328,2025-12-17,Yes
2186,2019-10-14,726,29329,2025-03-31,NO
2187,2019-10-14,538,8560,2026-11-16,Yes
2188,2019-06-25,219,48353,2023-07-31,NO
2189,2019-10-14,538,7640,2023-08-17,NO
2190,2019-10-14,166,35232,2025-04-02,NO
2191,2019-10-14,2375,39812,2023-11-06,NO
2192,2019-10-14,2216,15153,2025-10-24,Yes
2193,2019-10-14,2528,47710,2024-01-06,NO
2194,2019-10-14,197,47192,2025-01-14,NO
2195,2019-10-14,166,13354,2023-03-11,NO
2196,2019-10-14,2151,24042,2024-05-02,NO
2197,2019-10-14,2416,25307,2026-04-16,Yes
2198,2019-10-14,530,18903,2023-08-06,NO
2199,2019-10-14,2436,33745,2024-05-08,NO
2200,2019-10-14,2528,20865,2025-04-24,NO
2201,2019-10-14,218,39921,2025-10-01,Yes
2202,2019-10-14,978,21230,2024-04-08,NO
2203,2019-10-14,1415,27668,2024-10-08,NO
2204,2019-10-14,2142,20614,2025-01-05,NO
2205,2019-10-14,1748,27456,2025-03-25,NO
2206,2019-10-14,1579,47737,2024-07-11,NO
2207,2019-10-14,2375,6057,2023-03-27,NO
2208,2019-10-14,530,13646,2023-08-13,NO
2209,2019-10-14,140,25466,2023-07-11,NO
2210,2019-10-15,2470,11778,2026-04-23,Yes
2211,2019-05-15,2336,13648,2025-03-23,NO
2212,2019-10-15,2424,9069,2023-06-02,NO
2213,2019-10-15,2158,30078,2026-08-17,Yes
2214,2019-10-15,526,34746,2025-10-12,Yes
2215,2019-10-15,223,45744,2025-04-03,NO
2216,2019-10-15,150,22692,2023-01-15,NO
2217,2019-10-15,530,21009,2024-09-02,NO
2218,2019-10-15,1827,44357,2025-09-24,Yes
2219,2019-10-15,195,20021,2026-05-01,Yes
2220,2019-10-15,2375,32702,2023-08-10,NO
2221,2019-10-15,371,48285,2025-07-18,NO
2222,2019-08-17,1774,26853,2026-07-27,Yes
2223,2019-10-15,2424,20217,2023-05-11,NO
2224,2019-10-15,129,47393,2024-01-14,NO
2225,2019-10-16,1415,6894,2026-03-05,Yes
2226,2019-10-16,978,44585,2025-03-01,NO
2227,2019-10-16,1408,26419,2023-12-31,NO
2228,2019-10-16,975,33131,2024-04-02,NO
2229,2019-10-16,978,18984,2024-12-14,NO
2230,2019-10-16,541,47663,2023-04-13,NO
2231,2019-10-16,2142,25554,2025-01-19,NO
2232,2019-10-16,187,35424,2025-02-18,NO
2233,2019-10-16,223,6963,2024-06-23,NO
2234,2019-10-16,166,15727,2026-02-11,Yes
2235,2019-10-16,70,25550,2023-11-12,NO
2236,2019-10-16,530,22298,2026-03-17,Yes
2237,2019-10-16,530,13402,2026-12-09,Yes
2238,2019-10-16,2142,14669,2025-06-07,NO
2239,2019-10-17,1778,12466,2025-02-10,NO
2240,2019-10-17,793,18387,2023-08-29,NO
2241,2019-10-17,264,8821,2024-09-17,NO
2242,2019-10-17,1778,38053,2023-11-26,NO
2243,2019-10-17,1408,21152,2024-10-21,NO
2244,2019-10-17,978,44260,2023-07-02,NO
2245,2019-10-17,1796,24201,2026-11-09,Yes
2246,2020-02-14,70,47431,2026-03-16,Yes
2247,2019-10-17,1133,6787,2023-09-29,NO
2248,2019-10-17,1785,11959,2025-07-12,NO
2249,2020-10-20,961,31923,2024-04-04,NO
2250,2019-10-17,166,48167,2023-09-29,NO
2251,2019-10-17,1405,13000,2023-05-13,NO
2252,2019-10-17,197,19307,2025-08-19,Yes
2253,2019-12-25,163,48918,2025-07-29,NO
2254,2019-10-18,166,22830,2026-02-19,Yes
2255,2019-10-18,384,44296,2023-08-17,NO
2256,2019-10-18,2373,29389,2023-01-06,NO
2257,2019-10-18,2416,45701,2026-10-08,Yes
2258,2019-10-18,2528,42561,2024-05-20,NO
2259,2019-10-18,1728,40239,2026-11-13,Yes
2260,2019-10-18,1405,36054,2024-07-08,NO
2261,2019-10-18,2289,45396,2025-09-15,Yes
2262,2020-09-18,269,25350,2024-03-24,NO
2263,2019-10-19,1812,19464,2023-08-09,NO
2264,2019-10-19,2375,37180,2023-08-12,NO
2265,2019-10-19,1774,37380,2024-06-19,NO
2266,2019-10-19,2415,13866,2025-11-12,Yes
2267,2019-10-19,1816,22043,2025-11-14,Yes
2268,2019-10-21,191,25541,2024-02-24,NO
2269,2019-10-21,192,17910,2023-12-26,NO
2270,2019-10-21,194,13756,2025-05-21,NO
2271,2019-10-21,2538,23440,2025-01-30,NO
2272,2019-10-21,1134,22411,2025-12-07,Yes
2273,2019-10-21,1796,45044,2025-04-15,NO
2274,2019-10-21,1177,11841,2024-08-28,NO
2275,2019-10-21,496,10785,2025-10-31,Yes
2276,2019-10-21,498,19987,2025-02-03,NO
2277,2019-10-21,2419,31606,2026-01-29,Yes
2278,2019-10-21,574,28714,2025-07-21,NO
2279,2019-10-21,548,49999,2024-05-18,NO
2280,2019-10-21,2528,26509,2024-01-13,NO
2281,2019-10-21,543,43741,2025-08-08,NO
2282,2019-10-21,2377,29610,2026-07-22,Yes
2283,2019-10-21,220,17183,2024-07-17,NO
2284,2019-10-21,2232,31113,2023-05-15,NO
2285,2019-10-21,2375,7753,2025-11-29,Yes
2286,2019-10-21,1310,9243,2024-07-30,NO
2287,2019-10-21,868,29606,2023-02-28,NO
2288,2019-10-21,478,5826,2026-10-24,Yes
2289,2019-10-21,2375,17922,2023-08-20,NO
2290,2019-10-21,537,20956,2026-01-25,Yes
2291,2019-10-21,192,28494,2024-01-24,NO
2292,2019-10-21,541,41666,2024-10-28,NO
2293,2019-10-21,868,23708,2025-10-03,Yes
2294,2019-10-21,1310,26122,2024-10-29,NO
2295,2019-10-21,574,35965,2026-03-01,Yes
2296,2019-10-21,800,10486,2026-03-24,Yes
2297,2019-10-21,215,36796,2026-03-11,Yes
2298,2019-10-21,983,26318,2026-04-19,Yes
2299,2019-10-21,950,26302,2026-10-27,Yes
2300,2019-10-21,130,11644,2023-09-05,NO
2301,2019-10-21,129,15353,2026-11-10,Yes
2302,2019-10-21,150,19715,2023-05-01,NO
2303,2019-10-21,166,37544,2024-06-06,NO
2304,2019-10-21,2240,8547,2024-11-26,NO
2305,2019-10-21,2039,21235,2023-04-25,NO
