Invoice_ID,Employee_ID,Product_ID,Customer_Id,Transaction_ID,Tranasaction_Date,Total_Sales,Discount,Quantity,Region,Country,Payment_Method,Transaction_Status,Reason
6035,7516,6035,6035,6035,25-03-2019,1094,54,4,Southwest,Saudi Arabia,Bank Transfer,Failed,Insufficient Balance
6036,7517,6036,6036,6036,25-03-2019,661,77,4,Northeast,New Zealand,Credit Card,Refunded,Cancelled by User
6037,7518,6037,6037,6037,25-03-2019,266,15,2,South,Afghanistan ,Mobile Wallet,Pending,Technical Error
6038,7519,6038,6038,6038,25-03-2019,678,35,4,East,Iraq ,Net Banking,Success,Invalid Card Details
6039,7521,6039,6039,6039,25-03-2019,1064,92,2,Central,UAE ,Bank Transfer,Cancelled,Duplicate Transaction
6040,7522,6040,6040,6040,25-03-2019,661,97,4,Southeast,Austria ,EMI,Failed,Cancelled by User
6041,7525,6041,6041,6041,25-03-2019,1233,95,3,North,Brazil ,PayPal,Failed,Technical Error
6042,7526,6042,6042,6042,25-03-2019,692,44,4,Southwest,Colombia ,Mobile Wallet,Failed,Chargeback
6043,7528,6043,6043,6043,25-03-2019,178,25,1,West,South Korea,Cash On Delivery,Success,Exceeded Limit
6044,7530,6044,6044,6044,25-03-2019,644,87,4,North,China ,Mobile Wallet,Cancelled,Cancelled by User
6045,7532,6045,6045,6045,25-03-2019,441,93,2,Southeast,Indonesia ,EMI,Refunded,Network Error
6046,7533,6046,6046,6046,25-03-2019,661,24,4,East,Germany ,PayPal,Success,Technical Error
6047,7534,6047,6047,6047,25-03-2019,597,2,3,Northeast,South Africa,EMI,Failed,Payment Gateway Timeout
6048,7535,6048,6048,6048,25-03-2019,644,36,4,West,Australia ,EMI,Cancelled,Insufficient Balance
6049,7536,6049,6049,6049,25-03-2019,356,81,2,Southwest,Afghanistan ,Mobile Wallet,Cancelled,NA
6050,7538,6050,6050,6050,25-03-2019,231,29,1,Northeast,Turkey ,Net Banking,Success,Payment Gateway Timeout
6051,7539,6051,6051,6051,25-03-2019,660,12,4,Southeast,Chile ,Net Banking,Refunded,Payment Gateway Timeout
6052,7540,6052,6052,6052,25-03-2019,1079,9,4,Southeast,Brazil ,Net Banking,Cancelled,Refund Processed
6053,7541,6053,6053,6053,25-03-2019,359,80,1,Southwest,Vietnam ,Bank Transfer,Pending,Insufficient Balance
6054,7542,6054,6054,6054,25-03-2019,1836,61,4,Central,Colombia ,EMI,Cancelled,Exceeded Limit
6055,7543,6055,6055,6055,25-03-2019,534,1,2,East,Italy ,Debit Card,Cancelled,Refund Processed
6056,7544,6056,6056,6056,25-03-2019,1729,71,8,North,Kazakhstan ,Debit Card,Cancelled,NA
6057,7545,6057,6057,6057,25-03-2019,271,38,2,South,Peru ,PayPal,Pending,Cancelled by User
6058,7546,6058,6058,6058,25-03-2019,661,52,4,East,Switzerland ,Mobile Wallet,Pending,Exceeded Limit
6059,7547,6059,6059,6059,26-03-2019,2441,62,12,Southeast,Switzerland ,PayPal,Success,Duplicate Transaction
6060,7548,6060,6060,6060,26-03-2019,2136,73,12,Southeast,Thailand ,EMI,Failed,Duplicate Transaction
6061,7549,6061,6061,6061,26-03-2019,1288,37,10,Central,Sweden ,Cash On Delivery,Success,NA
6062,7551,6062,6062,6062,26-03-2019,1564,79,2,South,Australia ,UPI,Failed,Cancelled by User
6063,7552,6063,6063,6063,26-03-2019,975,61,2,Southeast,United Kingdom,Credit Card,Cancelled,Refund Processed
6064,7553,6064,6064,6064,26-03-2019,829,83,1,Northwest,Peru ,Debit Card,Pending,Invalid Card Details
6065,7554,6065,6065,6065,26-03-2019,661,50,1,West,India ,Net Banking,Pending,Fraud Suspected
6066,7555,6066,6066,6066,26-03-2019,678,48,4,West,Egypt ,Gift Card,Cancelled,Refund Processed
6067,7556,6067,6067,6067,26-03-2019,270,92,1,South,Mexico ,Credit Card,Pending,NA
6068,7557,6068,6068,6068,26-03-2019,2695,94,12,South,Thailand ,Bank Transfer,Pending,NA
6069,7558,6069,6069,6069,26-03-2019,1992,59,10,West,South Africa,Mobile Wallet,Failed,Network Error
6070,7559,6070,6070,6070,26-03-2019,1568,99,10,East,Mexico ,Bank Transfer,Success,Currency Issue
6071,7560,6071,6071,6071,26-03-2019,1144,97,6,West,Turkey ,Net Banking,Cancelled,Cancelled by User
6072,7561,6072,6072,6072,26-03-2019,644,29,4,West,Iraq ,Net Banking,Success,Network Error
6073,7562,6073,6073,6073,26-03-2019,554,2,3,West,Vietnam ,Mobile Wallet,Success,NA
6074,7563,6074,6074,6074,26-03-2019,424,57,2,Northwest,Canada ,Gift Card,Pending,Currency Issue
6075,7564,6075,6075,6075,26-03-2019,1187,8,4,South,Netherlands ,Debit Card,Refunded,Exceeded Limit
6076,7565,6076,6076,6076,26-03-2019,847,20,4,Southwest,Norway ,PayPal,Success,Refund Processed
6077,7566,6077,6077,6077,26-03-2019,1081,44,5,West,Australia ,Bank Transfer,Refunded,Currency Issue
6078,7567,6078,6078,6078,26-03-2019,1708,32,12,Southwest,Finland ,Credit Card,Refunded,Fraud Suspected
6079,7568,6079,6079,6079,26-03-2019,419,75,2,West,Chile ,Net Banking,Pending,Technical Error
6080,7569,6080,6080,6080,26-03-2019,406,50,1,South,United Kingdom,Mobile Wallet,Cancelled,Technical Error
6081,7570,6081,6081,6081,26-03-2019,162,5,1,Central,Iraq ,Gift Card,Failed,NA
6082,7572,6082,6082,6082,26-03-2019,1044,83,4,Northeast,Finland ,Credit Card,Success,Payment Gateway Timeout
6083,7573,6083,6083,6083,26-03-2019,673,91,2,Northeast,Russia ,Cash On Delivery,Success,Chargeback
6084,7574,6084,6084,6084,26-03-2019,723,55,4,West,Brazil ,EMI,Success,Chargeback
6085,7576,6085,6085,6085,26-03-2019,370,56,2,Southeast,South Korea,Mobile Wallet,Refunded,NA
6086,7577,6086,6086,6086,26-03-2019,171,40,1,North,UAE ,Debit Card,Refunded,Fraud Suspected
6087,7578,6087,6087,6087,26-03-2019,347,89,1,South,Canada ,Credit Card,Cancelled,Chargeback
6088,7579,6088,6088,6088,26-03-2019,941,55,1,Southeast,Germany ,Cash On Delivery,Pending,Payment Gateway Timeout
6089,7581,6089,6089,6089,26-03-2019,358,34,2,Southeast,Egypt ,Credit Card,Refunded,Network Error
6090,7582,6090,6090,6090,26-03-2019,475,42,2,East,Colombia ,Net Banking,Success,Cancelled by User
6091,7583,6091,6091,6091,27-03-2019,952,4,4,Southwest,Mexico ,PayPal,Cancelled,Network Error
6092,7584,6092,6092,6092,27-03-2019,666,89,4,Southwest,South Korea,UPI,Cancelled,Invalid Card Details
6093,7585,6093,6093,6093,27-03-2019,805,17,4,North,Chile ,Credit Card,Refunded,Payment Gateway Timeout
6094,7586,6094,6094,6094,27-03-2019,898,95,4,Southeast,Chile ,UPI,Pending,NA
6095,7588,6095,6095,6095,27-03-2019,174,44,1,West,Canada ,Debit Card,Refunded,Payment Gateway Timeout
6096,7589,6096,6096,6096,27-03-2019,784,95,5,Southwest,South Africa,Cash On Delivery,Success,Payment Gateway Timeout
6097,7590,6097,6097,6097,27-03-2019,729,53,2,East,Sweden ,EMI,Success,Insufficient Balance
6098,7591,6098,6098,6098,27-03-2019,898,22,4,North,Peru ,EMI,Pending,Network Error
6099,7592,6099,6099,6099,27-03-2019,1403,77,8,Northwest,Poland ,Debit Card,Failed,Network Error
6100,7593,6100,6100,6100,27-03-2019,603,76,4,West,Malaysia ,EMI,Success,Technical Error
6101,7594,6101,6101,6101,27-03-2019,1322,41,8,East,South Africa,Credit Card,Cancelled,Network Error
6102,7595,6102,6102,6102,27-03-2019,1695,36,8,North,Colombia ,UPI,Pending,Cancelled by User
6103,7596,6103,6103,6103,27-03-2019,678,40,4,Southwest,Iran ,Net Banking,Pending,Exceeded Limit
6104,7597,6104,6104,6104,27-03-2019,747,44,4,Northeast,Thailand ,Bank Transfer,Pending,Network Error
6105,7598,6105,6105,6105,27-03-2019,664,2,4,West,Russia ,Bank Transfer,Pending,Network Error
6106,7600,6106,6106,6106,27-03-2019,2186,67,4,Southeast,Peru ,Bank Transfer,Success,Exceeded Limit
6107,7601,6107,6107,6107,27-03-2019,572,5,2,Southeast,Thailand ,EMI,Success,Invalid Card Details
6108,7602,6108,6108,6108,27-03-2019,1254,72,8,East,Spain ,UPI,Pending,Cancelled by User
6109,7603,6109,6109,6109,27-03-2019,1810,36,6,South,Colombia ,Debit Card,Pending,Fraud Suspected
6110,7604,6110,6110,6110,27-03-2019,773,14,4,West,Peru ,PayPal,Pending,Chargeback
6111,7605,6111,6111,6111,27-03-2019,1559,18,4,Northeast,Argentina ,Net Banking,Refunded,Invalid Card Details
6112,7606,6112,6112,6112,27-03-2019,556,67,4,Northwest,Australia ,Net Banking,Refunded,Currency Issue
6113,7607,6113,6113,6113,27-03-2019,3051,40,4,Southeast,Peru ,Mobile Wallet,Success,Insufficient Balance
6114,7608,6114,6114,6114,27-03-2019,2441,7,16,East,Russia ,Gift Card,Failed,Refund Processed
6115,7611,6115,6115,6115,27-03-2019,411,83,1,Northwest,France ,UPI,Cancelled,Payment Gateway Timeout
6116,7612,6116,6116,6116,27-03-2019,1644,79,4,Northwest,Israel ,Net Banking,Success,NA
6117,7613,6117,6117,6117,27-03-2019,1671,48,4,East,South Korea,PayPal,Success,Technical Error
6118,7614,6118,6118,6118,27-03-2019,1260,68,2,Northwest,Chile ,Cash On Delivery,Success,Invalid Card Details
6119,7617,6119,6119,6119,27-03-2019,1039,44,4,Southeast,India ,Debit Card,Failed,Insufficient Balance
6120,7618,6120,6120,6120,27-03-2019,727,83,2,Southwest,Iran ,EMI,Cancelled,NA
6121,7621,6121,6121,6121,28-03-2019,3602,48,20,Central,Finland ,Net Banking,Cancelled,Duplicate Transaction
6122,7622,6122,6122,6122,28-03-2019,370,71,2,Southeast,Philippines ,Net Banking,Failed,Refund Processed
6123,7624,6123,6123,6123,28-03-2019,610,22,4,East,United States,Mobile Wallet,Pending,Insufficient Balance
6124,7625,6124,6124,6124,28-03-2019,725,57,4,Southeast,Philippines ,EMI,Pending,Payment Gateway Timeout
6125,7626,6125,6125,6125,28-03-2019,576,49,4,North,Italy ,Credit Card,Refunded,Currency Issue
6126,7627,6126,6126,6126,28-03-2019,746,15,4,Southwest,France ,Mobile Wallet,Cancelled,Currency Issue
6127,7628,6127,6127,6127,28-03-2019,797,18,4,Northwest,Switzerland ,EMI,Pending,Currency Issue
6128,7629,6128,6128,6128,28-03-2019,1597,80,2,Southeast,South Africa,PayPal,Cancelled,Invalid Card Details
6129,7631,6129,6129,6129,28-03-2019,1297,75,4,North,Peru ,Credit Card,Failed,Payment Gateway Timeout
6130,7632,6130,6130,6130,28-03-2019,564,39,2,North,United Kingdom,Net Banking,Failed,Currency Issue
6131,7633,6131,6131,6131,28-03-2019,1275,7,8,Northeast,South Africa,Net Banking,Failed,Exceeded Limit
6132,7635,6132,6132,6132,28-03-2019,1688,37,8,Southwest,Vietnam ,Net Banking,Cancelled,Currency Issue
6133,7636,6133,6133,6133,28-03-2019,717,56,4,Central,Singapore ,Mobile Wallet,Cancelled,Invalid Card Details
6134,7637,6134,6134,6134,28-03-2019,1644,4,8,Southeast,Saudi Arabia,Bank Transfer,Pending,Currency Issue
6135,7638,6135,6135,6135,28-03-2019,814,59,4,North,Colombia ,Mobile Wallet,Pending,Fraud Suspected
6136,7639,6136,6136,6136,28-03-2019,814,76,4,Northwest,Switzerland ,Bank Transfer,Success,Duplicate Transaction
6137,7641,6137,6137,6137,28-03-2019,3390,70,20,East,China ,Cash On Delivery,Refunded,Network Error
6138,7643,6138,6138,6138,28-03-2019,781,20,4,Central,Japan ,Bank Transfer,Cancelled,Exceeded Limit
6139,7644,6139,6139,6139,28-03-2019,339,57,2,Central,Israel ,PayPal,Failed,NA
6140,7646,6140,6140,6140,28-03-2019,1271,43,4,North,New Zealand,Cash On Delivery,Cancelled,Chargeback
6141,7648,6141,6141,6141,28-03-2019,1475,68,4,Southeast,Malaysia ,Debit Card,Refunded,NA
6142,7649,6142,6142,6142,28-03-2019,2247,75,4,Northwest,Turkey ,EMI,Refunded,NA
6143,7650,6143,6143,6143,28-03-2019,339,58,2,North,Kazakhstan ,Mobile Wallet,Cancelled,Technical Error
6144,7651,6144,6144,6144,28-03-2019,966,4,4,Central,Brazil ,Bank Transfer,Cancelled,Chargeback
6145,7652,6145,6145,6145,28-03-2019,847,43,4,East,Norway ,Mobile Wallet,Cancelled,Technical Error
6146,7653,6146,6146,6146,28-03-2019,1476,17,4,Northeast,Afghanistan ,EMI,Failed,Fraud Suspected
6147,7654,6147,6147,6147,28-03-2019,1076,92,2,Central,Ukraine ,Credit Card,Success,NA
6148,7655,6148,6148,6148,28-03-2019,330,97,2,West,Malaysia ,Net Banking,Cancelled,NA
6149,7658,6149,6149,6149,28-03-2019,660,66,4,Southwest,Saudi Arabia,Credit Card,Success,Technical Error
6150,7659,6150,6150,6150,28-03-2019,172,85,1,East,Israel ,EMI,Failed,Refund Processed
6151,7660,6151,6151,6151,29-03-2019,1254,15,8,Central,Colombia ,Cash On Delivery,Cancelled,Network Error
6152,7661,6152,6152,6152,29-03-2019,737,94,4,Southwest,Japan ,Debit Card,Success,Fraud Suspected
6153,7662,6153,6153,6153,29-03-2019,212,20,1,Northeast,Turkey ,UPI,Failed,Invalid Card Details
6154,7664,6154,6154,6154,29-03-2019,513,33,2,Central,Malaysia ,Credit Card,Pending,Cancelled by User
6155,7665,6155,6155,6155,29-03-2019,381,64,2,Northwest,Chile ,PayPal,Refunded,Refund Processed
6156,7666,6156,6156,6156,29-03-2019,1542,94,4,South,Chile ,Credit Card,Success,Refund Processed
6157,7667,6157,6157,6157,29-03-2019,332,22,1,Southwest,Israel ,Gift Card,Failed,Network Error
6158,7668,6158,6158,6158,29-03-2019,195,100,1,Southwest,Thailand ,UPI,Failed,Technical Error
6159,7669,6159,6159,6159,29-03-2019,797,65,4,South,Nigeria ,Net Banking,Pending,Currency Issue
6160,7670,6160,6160,6160,29-03-2019,952,53,4,Southwest,Nigeria ,Net Banking,Failed,Currency Issue
6161,7671,6161,6161,6161,29-03-2019,705,16,1,Southeast,South Korea,EMI,Pending,Duplicate Transaction
6162,7672,6162,6162,6162,29-03-2019,212,14,1,Southwest,Switzerland ,Credit Card,Pending,Insufficient Balance
6163,7673,6163,6163,6163,29-03-2019,483,38,1,Southeast,Egypt ,Cash On Delivery,Pending,Insufficient Balance
6164,7674,6164,6164,6164,29-03-2019,678,23,4,West,Indonesia ,EMI,Pending,Insufficient Balance
6165,7675,6165,6165,6165,29-03-2019,725,56,4,South,Colombia ,Gift Card,Success,Payment Gateway Timeout
6166,7678,6166,6166,6166,29-03-2019,424,40,1,Northeast,Brazil ,UPI,Cancelled,Technical Error
6167,7679,6167,6167,6167,29-03-2019,1593,62,8,Northwest,Spain ,EMI,Success,Exceeded Limit
6168,7680,6168,6168,6168,29-03-2019,323,38,1,South,Norway ,PayPal,Failed,NA
6169,7681,6169,6169,6169,29-03-2019,561,54,2,Northeast,Afghanistan ,UPI,Success,Payment Gateway Timeout
6170,7682,6170,6170,6170,29-03-2019,662,83,1,Northeast,Nigeria ,Credit Card,Success,Exceeded Limit
6171,7684,6171,6171,6171,29-03-2019,921,50,4,East,Poland ,PayPal,Refunded,Duplicate Transaction
6172,7686,6172,6172,6172,29-03-2019,1339,5,4,West,Brazil ,Cash On Delivery,Success,Insufficient Balance
6173,7687,6173,6173,6173,30-03-2019,473,59,1,Southwest,Kazakhstan ,Debit Card,Pending,Network Error
6174,7688,6174,6174,6174,30-03-2019,1203,31,4,East,Saudi Arabia,PayPal,Refunded,Fraud Suspected
6175,7689,6175,6175,6175,30-03-2019,2492,31,12,Northeast,Italy ,PayPal,Cancelled,Fraud Suspected
6176,7690,6176,6176,6176,30-03-2019,1707,82,8,Central,Indonesia ,Debit Card,Pending,Technical Error
6177,7691,6177,6177,6177,30-03-2019,508,6,3,South,Turkey ,PayPal,Pending,Exceeded Limit
6178,7694,6178,6178,6178,30-03-2019,746,62,4,Northwest,Switzerland ,UPI,Failed,Invalid Card Details
6179,7695,6179,6179,6179,30-03-2019,746,71,4,West,Philippines ,Gift Card,Success,Technical Error
6180,7696,6180,6180,6180,30-03-2019,1356,41,8,Southwest,Brazil ,Cash On Delivery,Success,Refund Processed
6181,7697,6181,6181,6181,30-03-2019,2678,95,8,Northwest,Peru ,Mobile Wallet,Pending,Invalid Card Details
6182,7698,6182,6182,6182,30-03-2019,797,58,4,North,Saudi Arabia,Bank Transfer,Cancelled,Duplicate Transaction
6183,7699,6183,6183,6183,30-03-2019,1627,53,8,Northwest,Bangladesh ,UPI,Refunded,Chargeback
6184,7700,6184,6184,6184,30-03-2019,1956,51,4,Southeast,Kazakhstan ,UPI,Refunded,Invalid Card Details
6185,7702,6185,6185,6185,30-03-2019,627,16,4,Southeast,Peru ,Mobile Wallet,Cancelled,Duplicate Transaction
6186,7703,6186,6186,6186,30-03-2019,1839,68,4,East,Norway ,Gift Card,Failed,Currency Issue
6187,7706,6187,6187,6187,30-03-2019,1831,44,9,Northwest,United States,UPI,Refunded,Duplicate Transaction
6188,7707,6188,6188,6188,30-03-2019,1261,37,2,South,Peru ,Debit Card,Refunded,Exceeded Limit
6189,7708,6189,6189,6189,30-03-2019,627,50,4,Southeast,South Africa,PayPal,Cancelled,Technical Error
6190,7711,6190,6190,6190,30-03-2019,483,43,1,South,Malaysia ,PayPal,Refunded,Refund Processed
6191,7712,6191,6191,6191,30-03-2019,1380,80,4,Northwest,Saudi Arabia,PayPal,Failed,Exceeded Limit
6192,7713,6192,6192,6192,30-03-2019,644,23,4,Southwest,Sweden ,Bank Transfer,Cancelled,Exceeded Limit
6193,7714,6193,6193,6193,30-03-2019,1695,42,8,North,Egypt ,Bank Transfer,Cancelled,Exceeded Limit
6194,7715,6194,6194,6194,30-03-2019,807,85,2,Northeast,Vietnam ,Gift Card,Refunded,Exceeded Limit
6195,7716,6195,6195,6195,30-03-2019,285,26,2,Northwest,New Zealand,Credit Card,Pending,Insufficient Balance
6196,7717,6196,6196,6196,30-03-2019,347,11,2,North,UAE ,Debit Card,Refunded,Fraud Suspected
6197,7718,6197,6197,6197,30-03-2019,961,34,6,North,France ,UPI,Failed,Payment Gateway Timeout
6198,7719,6198,6198,6198,30-03-2019,1356,54,4,Central,Iraq ,UPI,Success,Fraud Suspected
6199,7720,6199,6199,6199,30-03-2019,381,29,2,South,Colombia ,UPI,Success,Invalid Card Details
6200,7721,6200,6200,6200,30-03-2019,724,57,4,South,Saudi Arabia,EMI,Pending,Fraud Suspected
6201,7723,6201,6201,6201,30-03-2019,477,83,1,West,Turkey ,Cash On Delivery,Failed,Payment Gateway Timeout
6202,7724,6202,6202,6202,30-03-2019,674,28,2,Central,Bangladesh ,EMI,Success,Insufficient Balance
6203,7725,6203,6203,6203,30-03-2019,407,16,2,West,Japan ,Gift Card,Pending,Cancelled by User
6204,7726,6204,6204,6204,30-03-2019,678,92,2,South,Finland ,Mobile Wallet,Pending,Network Error
6205,7727,6205,6205,6205,30-03-2019,661,55,4,West,Belgium ,Mobile Wallet,Cancelled,Refund Processed
6206,7728,6206,6206,6206,01-04-2019,1864,56,4,North,Bangladesh ,PayPal,Success,Cancelled by User
6207,7730,6207,6207,6207,01-04-2019,1183,5,4,Southwest,South Korea,Cash On Delivery,Refunded,Chargeback
6208,7731,6208,6208,6208,01-04-2019,890,40,5,South,Malaysia ,Credit Card,Failed,Network Error
6209,7732,6209,6209,6209,01-04-2019,1069,91,4,Southeast,Saudi Arabia,UPI,Failed,NA
6210,7734,6210,6210,6210,01-04-2019,831,3,4,East,Finland ,Cash On Delivery,Pending,Cancelled by User
6211,7735,6211,6211,6211,01-04-2019,230,47,1,Central,Belgium ,Credit Card,Success,Currency Issue
6212,7736,6212,6212,6212,01-04-2019,378,13,2,North,Peru ,Debit Card,Cancelled,Network Error
6213,7737,6213,6213,6213,01-04-2019,572,78,2,Central,Chile ,Mobile Wallet,Failed,Refund Processed
6214,7738,6214,6214,6214,01-04-2019,415,83,2,Southeast,Philippines ,EMI,Pending,Currency Issue
6215,7739,6215,6215,6215,01-04-2019,418,89,2,Northwest,Netherlands ,Mobile Wallet,Cancelled,Refund Processed
6216,7740,6216,6216,6216,01-04-2019,1115,56,4,Southwest,Indonesia ,Net Banking,Refunded,Technical Error
6217,7742,6217,6217,6217,01-04-2019,685,89,2,East,Vietnam ,Gift Card,Refunded,Exceeded Limit
6218,7743,6218,6218,6218,02-04-2019,479,95,1,East,Bangladesh ,Bank Transfer,Refunded,Network Error
6219,7745,6219,6219,6219,02-04-2019,712,45,4,East,Colombia ,Debit Card,Success,Duplicate Transaction
6220,7747,6220,6220,6220,02-04-2019,187,35,1,Northwest,Vietnam ,Mobile Wallet,Cancelled,Refund Processed
6221,7748,6221,6221,6221,02-04-2019,468,44,2,Central,Malaysia ,Bank Transfer,Pending,NA
6222,7749,6222,6222,6222,02-04-2019,790,47,2,Northwest,Finland ,Debit Card,Failed,Chargeback
6223,7750,6223,6223,6223,02-04-2019,536,80,2,East,Argentina ,EMI,Pending,Refund Processed
6224,7751,6224,6224,6224,02-04-2019,266,75,1,North,Poland ,Net Banking,Cancelled,Invalid Card Details
6225,7752,6225,6225,6225,02-04-2019,1419,2,2,Central,Austria ,UPI,Failed,Fraud Suspected
6226,7753,6226,6226,6226,02-04-2019,1196,83,8,South,New Zealand,Gift Card,Failed,Chargeback
6227,7754,6227,6227,6227,02-04-2019,1220,49,8,East,Turkey ,Bank Transfer,Failed,Fraud Suspected
6228,7758,6228,6228,6228,02-04-2019,2898,6,20,North,Belgium ,Net Banking,Cancelled,Currency Issue
6229,7759,6229,6229,6229,02-04-2019,458,35,3,South,Japan ,Cash On Delivery,Refunded,Chargeback
6230,7760,6230,6230,6230,02-04-2019,3051,51,20,South,Iraq ,Gift Card,Failed,Cancelled by User
6231,7762,6231,6231,6231,02-04-2019,1739,92,12,West,France ,Bank Transfer,Refunded,Technical Error
6232,7763,6232,6232,6232,02-04-2019,749,17,4,Central,Iran ,Cash On Delivery,Refunded,Network Error
6233,7764,6233,6233,6233,02-04-2019,726,70,1,Southwest,Kazakhstan ,Mobile Wallet,Failed,NA
6234,7765,6234,6234,6234,02-04-2019,1123,70,4,West,Iran ,Net Banking,Cancelled,Cancelled by User
6235,7766,6235,6235,6235,03-04-2019,847,18,4,West,Colombia ,UPI,Pending,Currency Issue
6236,7768,6236,6236,6236,03-04-2019,712,69,4,Central,Peru ,Debit Card,Refunded,Duplicate Transaction
6237,7770,6237,6237,6237,03-04-2019,853,71,4,Central,India ,EMI,Success,Exceeded Limit
6238,7771,6238,6238,6238,03-04-2019,627,63,4,Northeast,Norway ,Bank Transfer,Cancelled,Insufficient Balance
6239,7773,6239,6239,6239,03-04-2019,847,6,4,North,Afghanistan ,Credit Card,Pending,Network Error
6240,7774,6240,6240,6240,03-04-2019,169,97,1,North,Ukraine ,Gift Card,Failed,NA
6241,7775,6241,6241,6241,03-04-2019,915,79,4,West,Peru ,PayPal,Pending,Duplicate Transaction
6242,7776,6242,6242,6242,03-04-2019,436,5,1,Southeast,Argentina ,EMI,Success,Fraud Suspected
6243,7777,6243,6243,6243,03-04-2019,779,12,2,North,Turkey ,Net Banking,Pending,Insufficient Balance
6244,7778,6244,6244,6244,03-04-2019,1541,88,7,West,Chile ,Debit Card,Cancelled,Invalid Card Details
6245,7779,6245,6245,6245,03-04-2019,390,24,1,Southwest,Bangladesh ,EMI,Success,Refund Processed
6246,7781,6246,6246,6246,03-04-2019,678,85,4,South,Indonesia ,Debit Card,Cancelled,Insufficient Balance
6247,7783,6247,6247,6247,03-04-2019,364,39,2,South,Canada ,EMI,Failed,Network Error
6248,7784,6248,6248,6248,03-04-2019,268,52,1,South,Turkey ,UPI,Refunded,Chargeback
6249,7785,6249,6249,6249,03-04-2019,712,95,4,North,Iran ,UPI,Cancelled,Network Error
6250,7786,6250,6250,6250,04-04-2019,1263,48,1,North,Germany ,Bank Transfer,Success,Exceeded Limit
6251,7787,6251,6251,6251,04-04-2019,661,46,4,North,Poland ,Credit Card,Pending,Duplicate Transaction
6252,7788,6252,6252,6252,04-04-2019,648,9,4,Central,Pakistan ,Debit Card,Success,Insufficient Balance
6253,7789,6253,6253,6253,04-04-2019,1729,88,12,Northwest,New Zealand,Credit Card,Success,Payment Gateway Timeout
6254,7790,6254,6254,6254,04-04-2019,831,53,4,Southwest,Pakistan ,PayPal,Failed,Cancelled by User
6255,7791,6255,6255,6255,04-04-2019,847,10,4,South,Spain ,Net Banking,Failed,Currency Issue
6256,7792,6256,6256,6256,04-04-2019,949,88,4,West,Japan ,Debit Card,Failed,Cancelled by User
6257,7793,6257,6257,6257,04-04-2019,1186,68,8,South,Ukraine ,Mobile Wallet,Pending,Network Error
6258,7795,6258,6258,6258,04-04-2019,966,23,4,Southwest,Mexico ,Debit Card,Failed,Payment Gateway Timeout
6259,7796,6259,6259,6259,04-04-2019,2034,69,12,East,Thailand ,PayPal,Pending,Technical Error
6260,7798,6260,6260,6260,04-04-2019,1688,84,12,Southeast,South Korea,Cash On Delivery,Success,Cancelled by User
6261,7799,6261,6261,6261,04-04-2019,2034,28,8,Southwest,Turkey ,Bank Transfer,Success,Network Error
6262,7800,6262,6262,6262,04-04-2019,1475,52,4,Southeast,Russia ,UPI,Failed,Currency Issue
6263,7801,6263,6263,6263,04-04-2019,1085,22,8,South,Turkey ,PayPal,Cancelled,Exceeded Limit
6264,7802,6264,6264,6264,04-04-2019,1254,12,8,Central,Iran ,Gift Card,Cancelled,NA
6265,7804,6265,6265,6265,04-04-2019,780,98,4,West,Colombia ,Debit Card,Refunded,Duplicate Transaction
6266,7805,6266,6266,6266,04-04-2019,225,50,1,East,Germany ,Bank Transfer,Pending,Duplicate Transaction
6267,7806,6267,6267,6267,04-04-2019,1610,85,8,East,UAE ,PayPal,Refunded,Fraud Suspected
6268,7807,6268,6268,6268,04-04-2019,1610,77,8,East,Austria ,Gift Card,Refunded,NA
6269,7809,6269,6269,6269,04-04-2019,1610,53,8,Southwest,Russia ,Bank Transfer,Success,Invalid Card Details
6270,7810,6270,6270,6270,04-04-2019,902,83,4,North,India ,Bank Transfer,Failed,Chargeback
6271,7811,6271,6271,6271,04-04-2019,847,92,4,Northeast,Ukraine ,Debit Card,Pending,Exceeded Limit
6272,7812,6272,6272,6272,04-04-2019,2542,77,12,Northwest,Canada ,PayPal,Pending,Fraud Suspected
6273,7814,6273,6273,6273,04-04-2019,805,29,4,Southeast,Turkey ,EMI,Failed,Exceeded Limit
6274,7815,6274,6274,6274,04-04-2019,1803,23,8,Central,Turkey ,Debit Card,Pending,Cancelled by User
6275,7817,6275,6275,6275,04-04-2019,1268,96,4,South,Spain ,UPI,Success,Network Error
6276,7818,6276,6276,6276,04-04-2019,962,25,2,North,Argentina ,PayPal,Failed,Payment Gateway Timeout
6277,7819,6277,6277,6277,04-04-2019,297,13,2,Northwest,Colombia ,PayPal,Pending,Fraud Suspected
6278,7820,6278,6278,6278,04-04-2019,347,95,2,West,Poland ,Mobile Wallet,Pending,Invalid Card Details
6279,7821,6279,6279,6279,04-04-2019,695,18,4,North,Argentina ,UPI,Success,Payment Gateway Timeout
6280,7822,6280,6280,6280,04-04-2019,1695,32,8,South,Iraq ,Mobile Wallet,Cancelled,Invalid Card Details
6281,7823,6281,6281,6281,04-04-2019,1695,86,8,West,Argentina ,Credit Card,Pending,Refund Processed
6282,7824,6282,6282,6282,04-04-2019,273,92,2,Southwest,India ,Gift Card,Refunded,Payment Gateway Timeout
6283,7827,6283,6283,6283,04-04-2019,547,77,4,Northeast,Iran ,Net Banking,Refunded,Invalid Card Details
